Reaction,Metabolites,Compartment,Stoichiometry
PHADPCP80,h2o,Cytosol,-1.0
PHADPCP80,h,Cytosol,1.0
PHADPCP90,C90pPHA,Cytosol,-1.0
PHADPCP90,PHAg,Cytosol,1.0
PHADPCP90,R_3hpnona,Cytosol,1.0
PHADPCP90,h2o,Cytosol,-1.0
PHADPCP90,h,Cytosol,1.0
PHADPCT40,C40atPHA,Cytosol,-1.0
PHADPCT40,PHAg,Cytosol,1.0
PHADPCT40,R_3h4atba,Cytosol,1.0
PHADPCT40,h2o,Cytosol,-1.0
PHADPCT40,h,Cytosol,1.0
PHADPCT60,C60atPHA,Cytosol,-1.0
PHADPCT60,PHAg,Cytosol,1.0
PHADPCT60,R_3h6atha,Cytosol,1.0
PHADPCT60,h2o,Cytosol,-1.0
PHADPCT60,h,Cytosol,1.0
PHAP2C100,C100aPHA,Cytosol,1.0
PHAP2C100,PHAg,Cytosol,-1.0
PHAP2C100,R_3hdcoa,Cytosol,-1.0
PHAP2C100,coa,Cytosol,1.0
PHAP2C101,C101PAH,Cytosol,1.0
PHAP2C101,PHAg,Cytosol,-1.0
PHAP2C101,R3hdec4coa,Cytosol,-1.0
PHAP2C101,coa,Cytosol,1.0
PHAP2C120,C120aPHA,Cytosol,1.0
PHAP2C120,PHAg,Cytosol,-1.0
PHAP2C120,R_3hddcoa,Cytosol,-1.0
PHAP2C120,coa,Cytosol,1.0
PHAP2C121,C121aPHA,Cytosol,1.0
PHAP2C121,PHAg,Cytosol,-1.0
PHAP2C121,R_3hcddec5ecoa,Cytosol,-1.0
PHAP2C121,coa,Cytosol,1.0
PHAP2C121d6,C121d6PHA,Cytosol,1.0
PHAP2C121d6,PHAg,Cytosol,-1.0
PHAP2C121d6,R_3hdd6coa,Cytosol,-1.0
PHAP2C121d6,coa,Cytosol,1.0
PHAP2C140,C140aPHA,Cytosol,1.0
PHAP2C140,PHAg,Cytosol,-1.0
PHAP2C140,R_3hmrscoa,Cytosol,-1.0
PHAP2C140,coa,Cytosol,1.0
PHAP2C141,C141aPHA,Cytosol,1.0
PHAP2C141,PHAg,Cytosol,-1.0
PHAP2C141,R_3hcmrs7ecoa,Cytosol,-1.0
PHAP2C141,coa,Cytosol,1.0
PHAP2C141d5,C141d5PHA,Cytosol,1.0
PHAP2C141d5,PHAg,Cytosol,-1.0
PHAP2C141d5,R_3htd5coa,Cytosol,-1.0
PHAP2C141d5,coa,Cytosol,1.0
PHAP2C142,C142PHA,Cytosol,1.0
PHAP2C142,PHAg,Cytosol,-1.0
PHAP2C142,R_3htd58coa,Cytosol,-1.0
PHAP2C142,coa,Cytosol,1.0
PHAP2C60,C60aPHA,Cytosol,1.0
PHAP2C60,PHAg,Cytosol,-1.0
PHAP2C60,R_3hhcoa,Cytosol,-1.0
PHAP2C60,coa,Cytosol,1.0
PHAP2C80,C80aPHA,Cytosol,1.0
PHAP2C80,PHAg,Cytosol,-1.0
PHAP2C80,R_3hocoa,Cytosol,-1.0
PHAP2C80,coa,Cytosol,1.0
PHAPC40,3hbcoa__R,Cytosol,-1.0
PHAPC40,C40aPHA,Cytosol,1.0
PHAPC40,PHAg,Cytosol,-1.0
PHAPC40,coa,Cytosol,1.0
PHAPC50,C50aPHA,Cytosol,1.0
PHAPC50,PHAg,Cytosol,-1.0
PHAPC50,R_3hptcoa,Cytosol,-1.0
PHAPC50,coa,Cytosol,1.0
PHAPC70,C70aPHA,Cytosol,1.0
PHAPC70,PHAg,Cytosol,-1.0
PHAPC70,R_3hhpcoa,Cytosol,-1.0
PHAPC70,coa,Cytosol,1.0
PHAPC90,C90aPHA,Cytosol,1.0
PHAPC90,PHAg,Cytosol,-1.0
PHAPC90,R_3hnonacoa,Cytosol,-1.0
PHAPC90,coa,Cytosol,1.0
PHAPCP100,C100pPHA,Cytosol,1.0
PHAPCP100,PHAg,Cytosol,-1.0
PHAPCP100,R_3hpdecacoa,Cytosol,-1.0
PHAPCP100,coa,Cytosol,1.0
PHAPCP40,C40pPHA,Cytosol,1.0
PHAPCP40,PHAg,Cytosol,-1.0
PHAPCP40,R_3hpbcoa,Cytosol,-1.0
PHAPCP40,coa,Cytosol,1.0
PHAPCP50,C50pPHA,Cytosol,1.0
PHAPCP50,PHAg,Cytosol,-1.0
PHAPCP50,R_3hpptcoa,Cytosol,-1.0
PHAPCP50,coa,Cytosol,1.0
PHAPCP60,C60pPHA,Cytosol,1.0
PHAPCP60,PHAg,Cytosol,-1.0
PHAPCP60,R_3hphxacoa,Cytosol,-1.0
PHAPCP60,coa,Cytosol,1.0
PHAPCP70,C70pPHA,Cytosol,1.0
PHAPCP70,PHAg,Cytosol,-1.0
PHAPCP70,R_3hphpcoa,Cytosol,-1.0
PHAPCP70,coa,Cytosol,1.0
PHAPCP80,C80pPHA,Cytosol,1.0
PHAPCP80,PHAg,Cytosol,-1.0
PHAPCP80,R_3hpoctacoa,Cytosol,-1.0
PHAPCP80,coa,Cytosol,1.0
PHAPCP90,C90pPHA,Cytosol,1.0
PHAPCP90,PHAg,Cytosol,-1.0
PHAPCP90,R_3hpnonacoa,Cytosol,-1.0
PHAPCP90,coa,Cytosol,1.0
PHAPCT40,C40atPHA,Cytosol,1.0
PHAPCT40,PHAg,Cytosol,-1.0
PHAPCT40,R_3h4atbcoa,Cytosol,-1.0
PHAPCT40,coa,Cytosol,1.0
PHAPCT60,C60atPHA,Cytosol,1.0
PHAPCT60,PHAg,Cytosol,-1.0
PHAPCT60,R_3h6athcoa,Cytosol,-1.0
PHAPCT60,coa,Cytosol,1.0
PHEDCAtexi,phedca,Extra-organism,-1.0
PHEDCAtexi,phedca,Periplasm,1.0
PHEHPAtexi,phehpa,Extra-organism,-1.0
PHEHPAtexi,phehpa,Periplasm,1.0
PHEHXAtexi,phehxa,Extra-organism,-1.0
PHEHXAtexi,phehxa,Periplasm,1.0
PHEME2abcpp,adp,Cytosol,1.0
PHEME2abcpp,atp,Cytosol,-1.0
PHEME2abcpp,h2o,Cytosol,-1.0
PHEME2abcpp,h,Cytosol,1.0
PHEME2abcpp,pheme,Cytosol,1.0
PHEME2abcpp,pheme,Periplasm,-1.0
PHEME2abcpp,pi,Cytosol,1.0
PHEMEabcpp,adp,Cytosol,1.0
PHEMEabcpp,atp,Cytosol,-1.0
PHEMEabcpp,h2o,Cytosol,-1.0
PHEMEabcpp,h,Cytosol,1.0
PHEMEabcpp,pheme,Cytosol,-1.0
PHEMEabcpp,pheme,Periplasm,1.0
PHEMEabcpp,pi,Cytosol,1.0
PHEMEtiex,pheme,Extra-organism,1.0
PHEMEtiex,pheme,Periplasm,-1.0
PHEMEtonex,h,Cytosol,1.0
PHEMEtonex,h,Periplasm,-1.0
PHEMEtonex,pheme,Extra-organism,-1.0
PHEMEtonex,pheme,Periplasm,1.0
PHENONAtexi,phenona,Extra-organism,-1.0
PHENONAtexi,phenona,Periplasm,1.0
PHEOCTAtexi,pheocta,Extra-organism,-1.0
PHEOCTAtexi,pheocta,Periplasm,1.0
PHEPTtexi,phept,Extra-organism,-1.0
PHEPTtexi,phept,Periplasm,1.0
PHETA1,akg,Cytosol,-1.0
PHETA1,glu__L,Cytosol,1.0
PHETA1,phe__L,Cytosol,-1.0
PHETA1,phpyr,Cytosol,1.0
PHETHPTOX3,dhmpt,Cytosol,1.0
PHETHPTOX3,h2o,Cytosol,1.0
PHETHPTOX3,o2,Cytosol,-1.0
PHETHPTOX3,phe__L,Cytosol,-1.0
PHETHPTOX3,thmnp,Cytosol,-1.0
PHETHPTOX3,tyr__L,Cytosol,1.0
PHEt2rpp,h,Cytosol,1.0
PHEt2rpp,h,Periplasm,-1.0
PHEt2rpp,phe__L,Cytosol,1.0
PHEt2rpp,phe__L,Periplasm,-1.0
PHEtex,phe__L,Extra-organism,-1.0
PHEtex,phe__L,Periplasm,1.0
PHNACH,ac,Cytosol,1.0
PHNACH,h2o,Cytosol,-1.0
PHNACH,phnac,Cytosol,-1.0
PHNACH,pi,Cytosol,1.0
PHPYRtex,phpyr,Extra-organism,-1.0
PHPYRtex,phpyr,Periplasm,1.0
PHPYRtpp,h,Cytosol,1.0
PHPYRtpp,h,Periplasm,-1.0
PHPYRtpp,phpyr,Cytosol,1.0
PHPYRtpp,phpyr,Periplasm,-1.0
PIt2rpp,h,Cytosol,1.0
PIt2rpp,h,Periplasm,-1.0
PIt2rpp,pi,Cytosol,1.0
PIt2rpp,pi,Periplasm,-1.0
PIt7ipp,na1,Cytosol,3.0
PIt7ipp,na1,Periplasm,-3.0
PIt7ipp,pi,Cytosol,1.0
PIt7ipp,pi,Periplasm,-1.0
PItex,pi,Extra-organism,-1.0
PItex,pi,Periplasm,1.0
PIuabcpp,adp,Cytosol,1.0
PIuabcpp,atp,Cytosol,-1.0
PIuabcpp,h2o,Cytosol,-1.0
PIuabcpp,h,Cytosol,1.0
PIuabcpp,pi,Cytosol,2.0
PIuabcpp,pi,Periplasm,-1.0
PLCTI1,pe161,Periplasm,-1.0
PLCTI1,pe161e9,Periplasm,1.0
PLCTI2,pe181,Periplasm,-1.0
PLCTI2,pe181e11,Periplasm,1.0
PLCTI3,pg161,Periplasm,-1.0
PLCTI3,pg161e9,Periplasm,1.0
PLCTI4,pg181,Periplasm,-1.0
PLCTI4,pg181e11,Periplasm,1.0
PLCTI5,clpn161,Periplasm,-1.0
PLCTI5,clpn161e9,Periplasm,1.0
PLCTI6,clpn181,Periplasm,-1.0
PLCTI6,clpn181e11,Periplasm,1.0
PLIPA1E160pp,2agpe160,Periplasm,1.0
PLIPA1E160pp,h2o,Periplasm,-1.0
PLIPA1E160pp,h,Periplasm,1.0
PLIPA1E160pp,hdca,Periplasm,1.0
PLIPA1E160pp,pe160,Periplasm,-1.0
PLIPA1E161pp,2agpe161,Periplasm,1.0
PLIPA1E161pp,h2o,Periplasm,-1.0
PLIPA1E161pp,h,Periplasm,1.0
PLIPA1E161pp,hdcea,Periplasm,1.0
PLIPA1E161pp,pe161,Periplasm,-1.0
PLIPA1E180pp,2agpe180,Periplasm,1.0
PLIPA1E180pp,h2o,Periplasm,-1.0
PLIPA1E180pp,h,Periplasm,1.0
PLIPA1E180pp,ocdca,Periplasm,1.0
PLIPA1E180pp,pe180,Periplasm,-1.0
PLIPA1E181d11pp,2agpe181,Periplasm,1.0
PLIPA1E181d11pp,h2o,Periplasm,-1.0
PLIPA1E181d11pp,h,Periplasm,1.0
PLIPA1E181d11pp,pe181,Periplasm,-1.0
PLIPA1E181d11pp,vacc,Periplasm,1.0
PLIPA1G160pp,2agpg160,Periplasm,1.0
PLIPA1G160pp,h2o,Periplasm,-1.0
PLIPA1G160pp,h,Periplasm,1.0
PLIPA1G160pp,hdca,Periplasm,1.0
PLIPA1G160pp,pg160,Periplasm,-1.0
PLIPA1G161pp,2agpg161,Periplasm,1.0
PLIPA1G161pp,h2o,Periplasm,-1.0
PLIPA1G161pp,h,Periplasm,1.0
PLIPA1G161pp,hdcea,Periplasm,1.0
PLIPA1G161pp,pg161,Periplasm,-1.0
PLIPA1G180pp,2agpg180,Periplasm,1.0
PLIPA1G180pp,h2o,Periplasm,-1.0
PLIPA1G180pp,h,Periplasm,1.0
PLIPA1G180pp,ocdca,Periplasm,1.0
PLIPA1G180pp,pg180,Periplasm,-1.0
PLIPA1G181d11pp,2agpg181,Periplasm,1.0
PLIPA1G181d11pp,h2o,Periplasm,-1.0
PLIPA1G181d11pp,h,Periplasm,1.0
PLIPA1G181d11pp,pg181,Periplasm,-1.0
PLIPA1G181d11pp,vacc,Periplasm,1.0
PLIPA2E160pp,1agpe160,Periplasm,1.0
PLIPA2E160pp,h2o,Periplasm,-1.0
PLIPA2E160pp,h,Periplasm,1.0
PLIPA2E160pp,hdca,Periplasm,1.0
PLIPA2E160pp,pe160,Periplasm,-1.0
PLIPA2E161pp,1agpe161,Periplasm,1.0
PLIPA2E161pp,h2o,Periplasm,-1.0
PLIPA2E161pp,h,Periplasm,1.0
PLIPA2E161pp,hdcea,Periplasm,1.0
PLIPA2E161pp,pe161,Periplasm,-1.0
PLIPA2E180pp,1agpe180,Periplasm,1.0
PLIPA2E180pp,h2o,Periplasm,-1.0
PLIPA2E180pp,h,Periplasm,1.0
PLIPA2E180pp,ocdca,Periplasm,1.0
PLIPA2E180pp,pe180,Periplasm,-1.0
PLIPA2E181d11pp,1agpe181,Periplasm,1.0
PLIPA2E181d11pp,h2o,Periplasm,-1.0
PLIPA2E181d11pp,h,Periplasm,1.0
PLIPA2E181d11pp,pe181,Periplasm,-1.0
PLIPA2E181d11pp,vacc,Periplasm,1.0
PLIPA2G160pp,1agpg160,Periplasm,1.0
PLIPA2G160pp,h2o,Periplasm,-1.0
PLIPA2G160pp,h,Periplasm,1.0
PLIPA2G160pp,hdca,Periplasm,1.0
PLIPA2G160pp,pg160,Periplasm,-1.0
PLIPA2G161pp,1agpg161,Periplasm,1.0
PLIPA2G161pp,h2o,Periplasm,-1.0
PLIPA2G161pp,h,Periplasm,1.0
PLIPA2G161pp,hdcea,Periplasm,1.0
PLIPA2G161pp,pg161,Periplasm,-1.0
PLIPA2G180pp,1agpg180,Periplasm,1.0
PLIPA2G180pp,h2o,Periplasm,-1.0
PLIPA2G180pp,h,Periplasm,1.0
PLIPA2G180pp,ocdca,Periplasm,1.0
PLIPA2G180pp,pg180,Periplasm,-1.0
PLIPA2G181d11pp,1agpg181,Periplasm,1.0
PLIPA2G181d11pp,h2o,Periplasm,-1.0
PLIPA2G181d11pp,h,Periplasm,1.0
PLIPA2G181d11pp,pg181,Periplasm,-1.0
PLIPA2G181d11pp,vacc,Periplasm,1.0
PLPSLpp,h,Periplasm,1.0
PLPSLpp,lpscore_kt,Periplasm,-1.0
PLPSLpp,lpspput,Periplasm,1.0
PLPSLpp,udcpdp,Periplasm,1.0
PLPSLpp,unquivo,Periplasm,-1.0
PLPSabctex,adp,Cytosol,1.0
PLPSabctex,atp,Cytosol,-1.0
PLPSabctex,h2o,Cytosol,-1.0
PLPSabctex,h,Cytosol,1.0
PLPSabctex,lpspput,Extra-organism,1.0
PLPSabctex,lpspput,Periplasm,-1.0
PLPSabctex,pi,Cytosol,1.0
PMANM,man1p,Cytosol,-1.0
PMANM,man6p,Cytosol,1.0
PMDPHT,4r5au,Cytosol,1.0
PMDPHT,5aprbu,Cytosol,-1.0
PMDPHT,h2o,Cytosol,-1.0
PMDPHT,pi,Cytosol,1.0
PMEACPE,h2o,Cytosol,-1.0
PMEACPE,meoh,Cytosol,1.0
PMEACPE,G1G01-2027-MONOMER_mod_pan4p_mod_pim,Cytosol,1.0
PMEACPE,G1G01-2027-MONOMER_mod_pan4p_mod_pme,Cytosol,-1.0
PMPK,2mahmp,Cytosol,1.0
PMPK,4ampm,Cytosol,-1.0
PMPK,adp,Cytosol,1.0
PMPK,atp,Cytosol,-1.0
PNTK,4ppan,Cytosol,1.0
PNTK,adp,Cytosol,1.0
PNTK,atp,Cytosol,-1.0
PNTK,h,Cytosol,1.0
PNTK,pnto__R,Cytosol,-1.0
PNTOt4pp,na1,Cytosol,1.0
PNTOt4pp,na1,Periplasm,-1.0
PNTOt4pp,pnto__R,Cytosol,1.0
PNTOt4pp,pnto__R,Periplasm,-1.0
PNTOtex,pnto__R,Extra-organism,-1.0
PNTOtex,pnto__R,Periplasm,1.0
PPA,h2o,Cytosol,-1.0
PPA,h,Cytosol,1.0
PPA,pi,Cytosol,2.0
PPA,ppi,Cytosol,-1.0
PPA2,h2o,Cytosol,-1.0
PPA2,h,Cytosol,1.0
PPA2,pi,Cytosol,1.0
PPA2,ppi,Cytosol,1.0
PPA2,pppi,Cytosol,-1.0
PPBNGS,5aop,Cytosol,-2.0
PPBNGS,h2o,Cytosol,2.0
PPBNGS,h,Cytosol,1.0
PPBNGS,ppbng,Cytosol,1.0
PPC,co2,Cytosol,-1.0
PPC,h2o,Cytosol,-1.0
PPC,h,Cytosol,1.0
PPC,oaa,Cytosol,1.0
PPC,pep,Cytosol,-1.0
PPC,pi,Cytosol,1.0
PPCDC,4ppcys,Cytosol,-1.0
PPCDC,co2,Cytosol,1.0
PPCDC,h,Cytosol,-1.0
PPCDC,pan4p,Cytosol,1.0
PPCK,adp,Cytosol,1.0
PPCK,atp,Cytosol,-1.0
PPCK,co2,Cytosol,1.0
PPCK,oaa,Cytosol,-1.0
PPCK,pep,Cytosol,1.0
PPCSCT,ppa,Cytosol,1.0
PPCSCT,ppcoa,Cytosol,-1.0
PPCSCT,succ,Cytosol,-1.0
PPCSCT,succoa,Cytosol,1.0
PPGPPDP,gdp,Cytosol,1.0
PPGPPDP,h2o,Cytosol,-1.0
PPGPPDP,ppgpp,Cytosol,-1.0
PPGPPDP,ppi,Cytosol,1.0
AROAT,Largn,Cytosol,1.0
AROAT,akg,Cytosol,1.0
AROAT,glu__L,Cytosol,-1.0
AROAT,h,Cytosol,-1.0
AROAT,pphn,Cytosol,-1.0
PPItex_1,ppi,Extra-organism,-1.0
PPItex_1,ppi,Periplasm,1.0
PPIuabcpp,adp,Cytosol,1.0
PPIuabcpp,atp,Cytosol,-1.0
PPIuabcpp,h2o,Cytosol,-1.0
PPIuabcpp,h,Cytosol,1.0
PPIuabcpp,pi,Cytosol,1.0
PPIuabcpp,ppi,Cytosol,1.0
PPIuabcpp,ppi,Periplasm,-1.0
PPK2,adp,Cytosol,1.0
PPK2,atp,Cytosol,-1.0
PPK2,ppi,Cytosol,-1.0
PPK2,pppi,Cytosol,1.0
PPK50_B,gdp,Cytosol,-47.0
PPK50_B,gtp,Cytosol,47.0
PPK50_B,ppi50,Cytosol,-1.0
PPK50_B,pppi,Cytosol,1.0
PPK50r,adp,Cytosol,47.0
PPK50r,atp,Cytosol,-47.0
PPK50r,ppi50,Cytosol,1.0
PPK50r,pppi,Cytosol,-1.0
PPK,adp,Cytosol,1.0
PPK,atp,Cytosol,-1.0
PPK,pi,Cytosol,-1.0
PPK,ppi,Cytosol,1.0
PPM,r1p,Cytosol,-1.0
PPM,r5p,Cytosol,1.0
PPNCL2,4ppan,Cytosol,-1.0
PPNCL2,4ppcys,Cytosol,1.0
PPNCL2,cmp,Cytosol,1.0
PPNCL2,ctp,Cytosol,-1.0
PPNCL2,cys__L,Cytosol,-1.0
PPNCL2,h,Cytosol,1.0
PPNCL2,ppi,Cytosol,1.0
PPND,34hpp,Cytosol,1.0
PPND,co2,Cytosol,1.0
PPND,nad,Cytosol,-1.0
PPND,nadh,Cytosol,1.0
PPND,pphn,Cytosol,-1.0
PPNDH,co2,Cytosol,1.0
PPNDH,h2o,Cytosol,1.0
PPNDH,h,Cytosol,-1.0
PPNDH,phpyr,Cytosol,1.0
PPNDH,pphn,Cytosol,-1.0
PPPGO,h2o,Cytosol,3.0
PPPGO,o2,Cytosol,-1.5
PPPGO,ppp9,Cytosol,1.0
PPPGO,pppg9,Cytosol,-1.0
PPRDNDH,5aptn,Cytosol,1.0
PPRDNDH,h2o,Cytosol,-2.0
PPRDNDH,h,Cytosol,1.0
PPRDNDH,nad,Cytosol,-1.0
PPRDNDH,nadh,Cytosol,1.0
PPRDNDH,pprdn,Cytosol,-1.0
PPS,amp,Cytosol,1.0
PPS,atp,Cytosol,-1.0
PPS,h2o,Cytosol,-1.0
PPS,h,Cytosol,2.0
PPS,pep,Cytosol,1.0
PPS,pi,Cytosol,1.0
PPS,pyr,Cytosol,-1.0
PPYRDC,co2,Cytosol,1.0
PPYRDC,h,Cytosol,-1.0
PPYRDC,pacald,Cytosol,1.0
PPYRDC,phpyr,Cytosol,-1.0
PQQAC,h,Cytosol,2.0
PQQAC,pqqA_kt,Cytosol,-1.0
PQQAC,pqqAc_kt,Cytosol,1.0
PQQFEP,4pqq,Cytosol,1.0
PQQFEP,h2o,Cytosol,-4.0
PQQFEP,pqqAc_kt,Cytosol,-1.0
PQQFEP,tripeptide,Cytosol,1.0
PQQH2S,1pqq,Cytosol,-1.0
PQQH2S,h2o2,Cytosol,2.0
PQQH2S,h2o,Cytosol,2.0
PQQH2S,o2,Cytosol,-3.0
PQQH2S,pqqh2,Cytosol,1.0
PQQH2tpp,pqqh2,Cytosol,-1.0
PQQH2tpp,pqqh2,Periplasm,1.0
PQQtpp,pqq,Cytosol,-1.0
PQQtpp,pqq,Periplasm,1.0
PRAIS,adp,Cytosol,1.0
PRAIS,air,Cytosol,1.0
PRAIS,atp,Cytosol,-1.0
PRAIS,fpram,Cytosol,-1.0
PRAIS,h,Cytosol,2.0
PRAIS,pi,Cytosol,1.0
PRAIi_copy1,2cpr5p,Cytosol,1.0
PRAIi_copy1,pran,Cytosol,-1.0
PRAMPC_copy1,h2o,Cytosol,-1.0
PRAMPC_copy1,prbamp,Cytosol,-1.0
PRAMPC_copy1,prfp,Cytosol,1.0
PRASCSi_copy1,25aics,Cytosol,1.0
PRASCSi_copy1,5aizc,Cytosol,-1.0
PRASCSi_copy1,adp,Cytosol,1.0
PRASCSi_copy1,asp__L,Cytosol,-1.0
PRASCSi_copy1,atp,Cytosol,-1.0
PRASCSi_copy1,h,Cytosol,1.0
PRASCSi_copy1,pi,Cytosol,1.0
PRATPP,h2o,Cytosol,-1.0
PRATPP,h,Cytosol,1.0
PRATPP,ppi,Cytosol,1.0
PRATPP,prbamp,Cytosol,1.0
PRATPP,prbatp,Cytosol,-1.0
PRFGS,adp,Cytosol,1.0
PRFGS,atp,Cytosol,-1.0
PRFGS,fgam,Cytosol,-1.0
PRFGS,fpram,Cytosol,1.0
PRFGS,gln__L,Cytosol,-1.0
PRFGS,glu__L,Cytosol,1.0
PRFGS,h2o,Cytosol,-1.0
PRFGS,h,Cytosol,1.0
PRFGS,pi,Cytosol,1.0
PRMICI_copy1,prfp,Cytosol,-1.0
PRMICI_copy1,prlp,Cytosol,1.0
PROD2,1pyr5c,Cytosol,1.0
PROD2,fad,Cytosol,-1.0
PROD2,fadh2,Cytosol,1.0
PROD2,h,Cytosol,1.0
PROD2,pro__L,Cytosol,-1.0
PROGLYabcpp,adp,Cytosol,1.0
PROGLYabcpp,atp,Cytosol,-1.0
PROGLYabcpp,h2o,Cytosol,-1.0
PROGLYabcpp,h,Cytosol,1.0
PROGLYabcpp,pi,Cytosol,1.0
PROGLYabcpp,progly,Cytosol,1.0
PROGLYabcpp,progly,Periplasm,-1.0
PROGLYtex,progly,Extra-organism,-1.0
PROGLYtex,progly,Periplasm,1.0
PROabcpp,adp,Cytosol,1.0
PROabcpp,atp,Cytosol,-1.0
PROabcpp,h2o,Cytosol,-1.0
PROabcpp,h,Cytosol,1.0
PROabcpp,pi,Cytosol,1.0
PROabcpp,pro__L,Cytosol,1.0
PROabcpp,pro__L,Periplasm,-1.0
PROt2rpp,h,Cytosol,1.0
PROt2rpp,h,Periplasm,-1.0
PROt2rpp,pro__L,Cytosol,1.0
PROt2rpp,pro__L,Periplasm,-1.0
PROt4pp,na1,Cytosol,1.0
PROt4pp,na1,Periplasm,-1.0
PROt4pp,pro__L,Cytosol,1.0
PROt4pp,pro__L,Periplasm,-1.0
PROtex,pro__L,Extra-organism,-1.0
PROtex,pro__L,Periplasm,1.0
PRPPS,amp,Cytosol,1.0
PRPPS,atp,Cytosol,-1.0
PRPPS,h,Cytosol,1.0
PRPPS,prpp,Cytosol,1.0
PRPPS,r5p,Cytosol,-1.0
PSCVT_copy1,3psme,Cytosol,1.0
PSCVT_copy1,pep,Cytosol,-1.0
PSCVT_copy1,pi,Cytosol,1.0
PSCVT_copy1,skm5p,Cytosol,-1.0
PSD120,co2,Cytosol,1.0
PSD120,h,Cytosol,-1.0
PSD120,pe120,Cytosol,1.0
PSD120,ps120,Cytosol,-1.0
PSD140,co2,Cytosol,1.0
PSD140,h,Cytosol,-1.0
PSD140,pe140,Cytosol,1.0
PSD140,ps140,Cytosol,-1.0
PSD141,co2,Cytosol,1.0
PSD141,h,Cytosol,-1.0
PSD141,pe141,Cytosol,1.0
PSD141,ps141,Cytosol,-1.0
PSD160,co2,Cytosol,1.0
PSD160,h,Cytosol,-1.0
PSD160,pe160,Cytosol,1.0
PSD160,ps160,Cytosol,-1.0
PSD161,co2,Cytosol,1.0
PSD161,h,Cytosol,-1.0
PSD161,pe161,Cytosol,1.0
PSD161,ps161,Cytosol,-1.0
PSD180,co2,Cytosol,1.0
PSD180,h,Cytosol,-1.0
PSD180,pe180,Cytosol,1.0
PSD180,ps180,Cytosol,-1.0
PSD181,co2,Cytosol,1.0
PSD181,h,Cytosol,-1.0
PSD181,pe181,Cytosol,1.0
PSD181,ps181,Cytosol,-1.0
PSERT,3php,Cytosol,-1.0
PSERT,akg,Cytosol,1.0
PSERT,glu__L,Cytosol,-1.0
PSERT,pser__L,Cytosol,1.0
PSP_L,h2o,Cytosol,-1.0
PSP_L,pi,Cytosol,1.0
PSP_L,pser__L,Cytosol,-1.0
PSP_L,ser__L,Cytosol,1.0
PSSA120,cdpdddecg,Cytosol,-1.0
PSSA120,cmp,Cytosol,1.0
PSSA120,h,Cytosol,1.0
PSSA120,ps120,Cytosol,1.0
PSSA120,ser__L,Cytosol,-1.0
PSSA140,cdpdtdecg,Cytosol,-1.0
PSSA140,cmp,Cytosol,1.0
PSSA140,h,Cytosol,1.0
PSSA140,ps140,Cytosol,1.0
PSSA140,ser__L,Cytosol,-1.0
PSSA141,cdpdtdec7eg,Cytosol,-1.0
PSSA141,cmp,Cytosol,1.0
PSSA141,h,Cytosol,1.0
PSSA141,ps141,Cytosol,1.0
PSSA141,ser__L,Cytosol,-1.0
PSSA160,cdpdhdecg,Cytosol,-1.0
PSSA160,cmp,Cytosol,1.0
PSSA160,h,Cytosol,1.0
PSSA160,ps160,Cytosol,1.0
PSSA160,ser__L,Cytosol,-1.0
PSSA161,cdpdhdec9eg,Cytosol,-1.0
PSSA161,cmp,Cytosol,1.0
PSSA161,h,Cytosol,1.0
PSSA161,ps161,Cytosol,1.0
PSSA161,ser__L,Cytosol,-1.0
PSSA180,cdpdodecg,Cytosol,-1.0
PSSA180,cmp,Cytosol,1.0
PSSA180,h,Cytosol,1.0
PSSA180,ps180,Cytosol,1.0
PSSA180,ser__L,Cytosol,-1.0
PSSA181,cdpdodec11eg,Cytosol,-1.0
PSSA181,cmp,Cytosol,1.0
PSSA181,h,Cytosol,1.0
PSSA181,ps181,Cytosol,1.0
PSSA181,ser__L,Cytosol,-1.0
PTA2,coa,Cytosol,1.0
PTA2,pi,Cytosol,-1.0
PTA2,ppap,Cytosol,1.0
PTA2,ppcoa,Cytosol,-1.0
PTAr,accoa,Cytosol,-1.0
PTAr,actp,Cytosol,1.0
PTAr,coa,Cytosol,1.0
PTAr,pi,Cytosol,-1.0
PTAtex,pta,Extra-organism,-1.0
PTAtex,pta,Periplasm,1.0
PTOLDOX,dh4mchc,Cytosol,1.0
PTOLDOX,h,Cytosol,-1.0
PTOLDOX,nad,Cytosol,1.0
PTOLDOX,nadh,Cytosol,-1.0
PTOLDOX,o2,Cytosol,-1.0
PTOLDOX,p_tol,Cytosol,-1.0
PTPATi,atp,Cytosol,-1.0
PTPATi,dpcoa,Cytosol,1.0
PTPATi,h,Cytosol,-1.0
PTPATi,pan4p,Cytosol,-1.0
PTPATi,ppi,Cytosol,1.0
PTRCTA,4abutn,Cytosol,1.0
PTRCTA,akg,Cytosol,-1.0
PTRCTA,glu__L,Cytosol,1.0
PTRCTA,ptrc,Cytosol,-1.0
PTRCTA2,4abutn,Cytosol,1.0
PTRCTA2,ala__L,Cytosol,1.0
PTRCTA2,ptrc,Cytosol,-1.0
PTRCTA2,pyr,Cytosol,-1.0
PTRCabcpp,adp,Cytosol,1.0
PTRCabcpp,atp,Cytosol,-1.0
PTRCabcpp,h2o,Cytosol,-1.0
PTRCabcpp,h,Cytosol,1.0
PTRCabcpp,pi,Cytosol,1.0
PTRCabcpp,ptrc,Cytosol,1.0
