Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CPLX8J2-77	Inner_Membrane	BSU02870()	Inner_Membrane	r
CPLX8J2-77	Inner_Membrane	BSU02850()	Periplasm	s
CPLX_AMAA-0	Periplasm	BSU35620()	Periplasm	t
CPLX8J2-117	Inner_Membrane	BSU27050()	Inner_Membrane	r
CPLX_FRUpts-0	Inner_Membrane	BSU27050()	Inner_Membrane	r
CPLX8J2-117	Inner_Membrane	BSU27040()	Inner_Membrane	r
CPLX_FRUpts-0	Inner_Membrane	BSU27040()	Inner_Membrane	r
BSU09410-MONOMER	Periplasm	BSU09410()	Periplasm	s
CPLX8J2-72	Inner_Membrane	BSU11450()	Inner_Membrane	r
CPLX8J2-72	Inner_Membrane	BSU11440()	Inner_Membrane	r
CPLX8J2-72	Inner_Membrane	BSU11430()	Periplasm	s
CPLX_FEDCabc-0	Inner_Membrane	BSU08450()	Inner_Membrane	r
CPLX_ARBTpts-0	Inner_Membrane	BSU39270()	Inner_Membrane	r
BSU18570-MONOMER	Inner_Membrane	BSU18570()	Periplasm	t
CPLX_FDH-2	Inner_Membrane	BSU18570()	Periplasm	t
CPLX8J2-116	Inner_Membrane	BSU03981()	Inner_Membrane	r
CPLX_MNLpts-0	Inner_Membrane	BSU03981()	Inner_Membrane	r
CPLX8J2-239	Inner_Membrane	BSU32730()	Inner_Membrane	pa
CPLX8J2-239	Inner_Membrane	BSU32740()	Inner_Membrane	r
CPLX_MOBDabc-0	Inner_Membrane	BSU33390()	Inner_Membrane	r
CPLX_MOBDabc-0	Inner_Membrane	BSU33380()	Periplasm	s
CPLX_MALTabc-1	Inner_Membrane	BSU34160()	Periplasm	s
CPLX_MALTabc-1	Inner_Membrane	BSU34150()	Inner_Membrane	r
CPLX_MALTabc-1	Inner_Membrane	BSU34140()	Inner_Membrane	r
CPLX8J2-75	Inner_Membrane	BSU07520()	Periplasm	s
CPLX8J2-75	Inner_Membrane	BSU07500()	Inner_Membrane	r
CPLX8J2-75	Inner_Membrane	BSU07510()	Inner_Membrane	r
CPLX_TECA1S45-0	Inner_Membrane	BSU35530()	Inner_Membrane	r
CPLX_TECA2S45-0	Inner_Membrane	BSU35530()	Inner_Membrane	r
CPLX_TECA3S45-0	Inner_Membrane	BSU35530()	Inner_Membrane	r
